premise,date,treatment,kwh,gp_1,gp_2,gp_3,gp_4,tempf
6,10/01/2022,1,.5000468,.4343112,.4755657,.4551845,.4601987,61.70024
6,10/02/2022,1,.4531005,.4572484,.4813901,.4633967,.4674199,64.24298
6,10/03/2022,1,.5226954,.4207865,.4681917,.4412868,.4571224,62.67693
6,10/04/2022,1,.494611,.4050887,.4695239,.4449954,.4607201,60.7579
6,10/05/2022,1,.5179489,.4135523,.4641902,.4528855,.4680579,60.69113
6,10/06/2022,1,.4501638,.4261411,.4527087,.4551827,.4568558,59.75557
6,10/07/2022,1,.468584,.4210231,.4492367,.4473196,.4661175,60.02702
6,10/08/2022,1,.442075,.4568074,.4562412,.4622918,.4465121,58.71064
6,10/09/2022,1,.4905719,.4792347,.4754754,.4772172,.4656132,58.44379
6,10/10/2022,1,.5132297,.4526379,.4727241,.4567844,.4729374,58.90613
6,10/11/2022,1,.4461954,.4369168,.4707568,.4430042,.4589559,58.48032
6,10/12/2022,1,.4439448,.4206108,.4614859,.4463771,.4588791,59.4396
6,10/13/2022,1,.4201058,.424502,.4740272,.4530786,.4563944,58.29234
6,10/14/2022,1,.4921409,.432464,.4646515,.4449844,.4732863,57.58395
6,10/15/2022,1,.4682449,.4775496,.4858314,.4455982,.4680364,60.64444
6,10/16/2022,1,.5242898,.4762724,.4963978,.4622676,.4915802,62.64476
6,10/17/2022,1,.5091892,.4388888,.4711349,.4426606,.458458,55.16774
6,10/18/2022,1,.4495837,.4231499,.4715392,.4439732,.4574085,64.69807
6,10/19/2022,1,.5311777,.4264104,.4833489,.4527518,.4668522,68.03774
6,10/20/2022,1,.5013434,.4299637,.4624971,.4414986,.4630046,60.75113
6,10/21/2022,1,.5563238,.4351949,.4743033,.4418843,.452277,58.31726
6,10/22/2022,1,.5090069,.4576812,.4707895,.4615208,.4592539,60.72452
6,10/23/2022,1,.5110931,.4999305,.5009408,.4885814,.4660864,58.00371
6,10/24/2022,1,.515982,.4532582,.4901473,.4582989,.4576211,58.715
6,10/25/2022,1,.5090359,.4465564,.4783841,.4565977,.4640267,56.86371
6,10/26/2022,1,.5185472,.4634739,.4814922,.4594615,.4663313,54.99524
6,10/27/2022,1,.5244229,.4652208,.4793826,.4741139,.4605882,49.30903
6,10/28/2022,1,.5097441,.4534446,.4904155,.4630181,.4547378,54.22831
6,10/29/2022,1,.5692483,.4895135,.4887346,.4877391,.4601342,56.21387
6,10/30/2022,1,.5244575,.5101833,.5094358,.4957963,.4823549,57.00476
6,10/31/2022,1,.5513165,.4725608,.486278,.4739975,.4692795,55.28339
6,11/01/2022,1,.6372417,.4850493,.5233849,.4932746,.4877661,55.80863
6,11/02/2022,1,.573738,.5137218,.5171892,.5075449,.5013925,55.56839
6,11/03/2022,1,.5775866,.5286968,.5334094,.5291566,.5244977,51.13153
6,11/04/2022,1,.5738999,.505816,.5250435,.5098883,.5080587,52.8725
6,11/05/2022,1,.5626108,.5313779,.5311274,.5221382,.4908246,57.07177
6,11/06/2022,1,.5484566,.565115,.5433519,.5443742,.5058236,56.31403
6,11/07/2022,1,.5784391,.5230169,.5320538,.5239226,.5078926,55.20839
6,11/08/2022,1,.6171859,.5755043,.5891871,.5632206,.5534173,49.88411
6,11/09/2022,1,.5693418,.5693355,.5482946,.5406948,.526638,51.03137
6,11/10/2022,1,.5685863,.5571361,.5426703,.5451391,.5402473,50.17105
6,11/11/2022,1,.5173039,.5783859,.5625665,.554413,.5353335,49.10218
6,11/12/2022,1,.5777239,.5965582,.5763314,.5628287,.5212092,51.40976
6,11/13/2022,1,.6258042,.6054813,.5882112,.5425677,.5512071,51.49613
6,11/14/2022,1,.590439,.5777785,.5547122,.5392352,.5758045,49.41693
6,11/15/2022,1,.5721815,.5404141,.5456685,.5353965,.5329735,52.49823
6,11/16/2022,1,.6005391,.5411888,.5434947,.53416,.5177997,52.74936
6,11/17/2022,1,.5956194,.5642222,.5408723,.5514086,.5339549,50.30774
6,11/18/2022,1,.607531,.5462841,.5552939,.5451913,.5314027,50.58065
6,11/19/2022,1,.572257,.5914441,.5681084,.5494381,.5278569,52.2321
6,11/20/2022,1,.5553586,.6083008,.5885025,.5657285,.5319613,51.11919
6,11/21/2022,1,.6534043,.5770238,.5804439,.5542952,.5496467,49.86887
6,11/22/2022,1,.6106328,.5587342,.5690808,.5502448,.5422562,50.17153
6,11/23/2022,1,.5904093,.5635565,.5539261,.5364409,.5465292,52.05693
6,11/24/2022,1,.5432289,.5889767,.5745934,.5599789,.5410817,53.91089
6,11/25/2022,1,.5191874,.558943,.5269929,.5192303,.4878783,53.11298
6,11/26/2022,1,.5402301,.5514696,.5434207,.5359752,.4963533,51.24234
6,11/27/2022,1,.6344481,.6155798,.582241,.5741476,.5300975,50.13645
6,11/28/2022,1,.6297692,.5758934,.5900562,.5496569,.5608035,50.62903
6,11/29/2022,1,.6430374,.6085213,.6025296,.5820391,.5549141,47.82742
6,11/30/2022,1,.5882371,.6214909,.6129976,.5969002,.5661052,47.66387
6,12/01/2022,1,.6713816,.6301211,.654246,.6089111,.6091689,48.98822
6,12/02/2022,1,.6494267,.6477573,.6336631,.6254684,.5861256,44.65637
6,12/03/2022,1,.7072266,.6853905,.6666771,.6326452,.6147685,48.57814
6,12/04/2022,1,.6194366,.647324,.600687,.6202929,.5650813,48.72839
6,12/05/2022,1,.6770573,.5906624,.5718585,.5833365,.551255,52.38887
6,12/06/2022,1,.6754573,.6082268,.6074007,.5869642,.5731035,49.26839
6,12/07/2022,1,.6739348,.6228861,.6177871,.5854057,.5783545,46.68113
6,12/08/2022,1,.7832995,.6412612,.6311525,.6129235,.6064038,48.07855
6,12/09/2022,1,.6243391,.6016207,.6116979,.5927675,.5853093,49.65645
6,12/10/2022,1,.7201517,.6587657,.6220353,.6409506,.6017061,54.21428
6,12/11/2022,1,.7133241,.7197627,.6670634,.6354137,.6010512,48.38895
6,12/12/2022,1,.6748851,.6584226,.649455,.6078638,.6090679,46.71572
6,12/13/2022,1,.6901042,.6659563,.656215,.6291319,.6264758,44.09097
6,12/14/2022,1,.6656637,.6635038,.6570091,.6211687,.6278176,44.30072
6,12/15/2022,1,.6742343,.6457335,.6556525,.621794,.6191083,45.69669
6,12/16/2022,1,.6377886,.6453204,.6439506,.6205943,.6138397,45.6725
6,12/17/2022,1,.6236392,.6792747,.6612144,.6422993,.601837,45.39331
6,12/18/2022,1,.6352324,.7558386,.6847832,.6802799,.6428932,44.07137
6,12/19/2022,1,.7176923,.718404,.6864879,.6765844,.6602661,43.2321
6,12/20/2022,1,.6460778,.6597091,.6146248,.6062636,.5904632,47.66822
6,12/21/2022,1,.5815043,.6388195,.6238735,.6081377,.5852438,48.46056
6,12/22/2022,1,.6323636,.6426777,.6092285,.6102903,.5859354,49.76169
6,12/23/2022,1,.6127786,.6013178,.6296921,.5795726,.5556683,51.37589
6,12/24/2022,1,.5477673,.6323114,.624415,.5927207,.560222,51.9096
6,12/25/2022,1,.5778454,.5983846,.5806087,.5843021,.5455487,52.55169
6,12/26/2022,1,.5947302,.6246409,.6144038,.5737088,.5506299,51.48693
6,12/27/2022,1,.5656761,.6274948,.5931709,.5783378,.582133,55.23935
6,12/28/2022,1,.5389746,.6325489,.597091,.5850025,.5771526,50.24799
6,12/29/2022,1,.636561,.6488119,.6300441,.6041746,.6024468,51.84113
6,12/30/2022,1,.579247,.5973931,.6052319,.5731232,.582503,58.67242
6,12/31/2022,1,.5920194,.6423159,.6339943,.6199203,.6013474,55.27734
6,01/01/2023,1,.6015485,.6631925,.6099157,.5758187,.5902359,52.47887
6,01/02/2023,1,.7195964,.7502871,.6834697,.6602439,.6518517,47.89661
6,01/03/2023,1,.6640077,.6558471,.6430871,.6207499,.6035813,50.12774
6,01/04/2023,1,.6761984,.6724271,.6230843,.6290541,.6139879,54.74944
6,01/05/2023,1,.6499966,.6263356,.5734576,.5935059,.5825361,54.44266
6,01/06/2023,1,.6215589,.6003203,.5598946,.5620354,.5524847,53.39726
6,01/07/2023,1,.6630519,.6595898,.5950589,.5995993,.570586,54.62194
6,01/08/2023,1,.6201511,.6479528,.5719747,.5569364,.5561942,57.18911
6,01/09/2023,1,.5330961,.590119,.5607702,.5423348,.5552053,56.0479
6,01/10/2023,1,.5486598,.6044734,.5904795,.5716504,.5736148,54.60597
6,01/11/2023,1,.5327526,.6336589,.6171305,.6038131,.5918843,54.39863
6,01/12/2023,1,.5132417,.5702081,.530413,.5194495,.5140132,58.38548
6,01/13/2023,1,.5068461,.5679767,.5796974,.5489568,.5352248,56.31645
6,01/14/2023,1,.5809629,.6121147,.610909,.579229,.5467466,55.12685
6,01/15/2023,1,.5417964,.7030013,.6300842,.6136506,.5882558,50.34621
6,01/16/2023,1,.6899456,.6717957,.6340311,.6108309,.6107378,50.00169
6,01/17/2023,1,.6096805,.6230744,.6189194,.5886399,.5952075,47.47831
6,01/18/2023,1,.5563796,.6344102,.6125283,.5961743,.6030053,48.26169
6,01/19/2023,1,.5557913,.6298404,.5901383,.5934698,.5780544,48.16153
6,01/20/2023,1,.5925495,.6308637,.6090019,.5934061,.6061019,46.70968
6,01/21/2023,1,.5860954,.6723343,.6359422,.617905,.586247,45.48887
6,01/22/2023,1,.6088183,.6667882,.6266637,.5969713,.5737165,50.50758
6,01/23/2023,1,.5723985,.6184229,.5850433,.5836414,.557806,50.95734
6,01/24/2023,1,.6109618,.5952075,.5830409,.5726508,.5567225,50.38468
6,01/25/2023,1,.5511769,.5845751,.551518,.5639636,.5405867,51.83847
6,01/26/2023,1,.5409704,.5334843,.515105,.5150329,.5124924,55.13532
6,01/27/2023,1,.5554923,.5695061,.5407172,.5348375,.5308408,49.27492
6,01/28/2023,1,.5659742,.6462141,.5737872,.5816765,.53011,48.42718
6,01/29/2023,1,.6032263,.6853535,.6451337,.6246676,.5874173,48.28928
6,01/30/2023,1,.6666637,.661277,.6235386,.5916293,.6022815,45.86895
6,01/31/2023,1,.6140796,.6381612,.6030157,.5799114,.5918103,46.23258
6,02/01/2023,1,.637704,.6229725,.5859782,.5801947,.6049933,46.02573
6,02/02/2023,1,.5853288,.6092002,.5942299,.5766301,.5805453,48.59653
6,02/03/2023,1,.5967203,.5927793,.5597003,.5596523,.5513394,51.81476
6,02/04/2023,1,.5287983,.615501,.5796896,.5576622,.5389493,53.64476
6,02/05/2023,1,.5765417,.6433021,.6035567,.5766401,.5660399,51.68363
6,02/06/2023,1,.6524505,.5946621,.5775374,.5551827,.5536506,49.08524
6,02/07/2023,1,.6425321,.5660402,.5701258,.5435558,.5358402,48.8029
6,02/08/2023,1,.5655035,.57177,.5617425,.5290397,.5103081,50.78968
6,02/09/2023,1,.5699396,.5257386,.5336448,.5366434,.5083857,51.57911
6,02/10/2023,1,.6162829,.5669546,.5579339,.5387508,.5282573,49.83258
6,02/11/2023,1,.6295661,.633108,.5872985,.5679317,.5536243,48.24161
6,02/12/2023,1,.5807145,.6180995,.5830603,.5844268,.5413553,50.04476
6,02/13/2023,1,.616827,.569563,.5510011,.5540572,.5344504,49.72686
6,02/14/2023,1,.5807116,.592248,.6031751,.5959281,.5593076,47.83129
6,02/15/2023,1,.6320848,.6114205,.5956625,.5967124,.5629354,47.3133
6,02/16/2023,1,.6455844,.6206741,.5969269,.6122848,.5944152,45.98701
6,02/17/2023,1,.5964282,.5780662,.5632994,.5444202,.5499262,48.59581
6,02/18/2023,1,.609036,.5778443,.5742905,.5517844,.5361772,48.38266
6,02/19/2023,1,.5956085,.5565801,.5436975,.5329968,.4994292,50.075
6,02/20/2023,1,.5835552,.5660557,.5323987,.5368508,.5203345,47.16064
6,02/21/2023,1,.567615,.5493475,.560292,.5463052,.5244527,49.22871
6,02/22/2023,1,.5999876,.6156383,.616711,.6019261,.5903248,45.10637
6,02/23/2023,1,.6277965,.6417562,.6379958,.6267533,.6020955,43.7583
6,02/24/2023,1,.6738888,.6376133,.6471098,.6285428,.622238,43.58169
6,02/25/2023,1,.5934844,.6538112,.6388792,.6201928,.5698798,45.14919
6,02/26/2023,1,.7139296,.6852719,.6698828,.6676632,.6124935,47.20951
6,02/27/2023,1,.6803782,.6929229,.6704727,.6791161,.641075,45.13008
6,02/28/2023,1,.6917476,.6560319,.66526,.6458414,.6075786,46.52121
6,03/01/2023,1,.6544624,.6247261,.6105917,.6015355,.5968347,46.58435
6,03/02/2023,1,.5952496,.5893635,.5843406,.5817876,.5536358,48.02073
6,03/03/2023,1,.5491194,.5626411,.5711791,.559961,.5405437,48.10032
6,03/04/2023,1,.6278647,.6210182,.6278316,.599746,.5491002,48.10952
6,03/05/2023,1,.5646862,.6415467,.6197963,.6039227,.5663292,47.91064
6,03/06/2023,1,.6791485,.5955243,.6016463,.5802658,.5631031,46.87903
6,03/07/2023,1,.5795665,.5849962,.5735083,.5588065,.5473167,46.95935
6,03/08/2023,1,.6089507,.5824037,.5743513,.5526499,.5397978,47.65758
6,03/09/2023,1,.5859052,.6298568,.6421013,.6183439,.6040021,49.05742
6,03/10/2023,1,.6103015,.5453086,.5729026,.5280536,.5482135,53.29129
6,03/11/2023,1,.5750854,.5973276,.5756266,.5426859,.5276269,54.79153
6,03/12/2023,1,.5814297,.5999706,.5560815,.5558808,.5314946,56.40224
6,03/13/2023,1,.6011036,.4927459,.4959035,.5066959,.5067044,58.38355
6,03/14/2023,1,.5824101,.5256873,.5311873,.5162946,.5211279,55.955
6,03/15/2023,1,.5426371,.5306448,.5294513,.530384,.4949922,50.60581
6,03/16/2023,1,.5299289,.5293069,.5025795,.5076724,.5061345,45.70903
6,03/17/2023,1,.5462852,.5017267,.5026316,.4982032,.4919848,52.56306
6,03/18/2023,1,.5029793,.519644,.5121989,.5022745,.4935131,55.78202
6,03/19/2023,1,.6303715,.5939264,.5680468,.5574912,.5345518,53.90387
6,03/20/2023,1,.6380972,.5368652,.5215651,.5151966,.5043727,51.39137
6,03/21/2023,1,.5977311,.6017301,.5780905,.5771264,.5530133,49.03153
6,03/22/2023,1,.5210861,.5693146,.5522798,.5428351,.5246493,51.52347
6,03/23/2023,1,.5802829,.5422699,.5255705,.5265993,.5123635,51.96597
6,03/24/2023,1,.5169876,.5570132,.5342526,.5275668,.5414195,49.78903
6,03/25/2023,1,.5390024,.5804005,.5421708,.5525614,.5188121,49.01508
6,03/26/2023,1,.6012116,.5807735,.5469194,.5625585,.540228,48.47435
6,03/27/2023,1,.609296,.5526486,.556037,.5317402,.5361254,48.92387
6,03/28/2023,1,.646946,.5941553,.5882895,.5749793,.5620132,49.78806
6,03/29/2023,1,.606043,.590567,.6009353,.5790631,.5658396,48.65581
6,03/30/2023,1,.5370476,.5397404,.5272317,.52375,.5164922,49.80137
6,03/31/2023,1,.5220456,.5243453,.5116279,.5239249,.4961392,50.07573
6,04/01/2023,1,.5699589,.5226142,.508851,.5055529,.4688865,51.7221
6,04/02/2023,1,.5733644,.5497107,.5121862,.522213,.4974986,52.02839
6,04/03/2023,1,.66115,.5498956,.5352021,.5271108,.5223561,49.21298
6,04/04/2023,1,.5635782,.5568111,.5267057,.5301351,.5024768,48.32895
6,04/05/2023,1,.5168151,.5297397,.517408,.5118777,.4994448,49.66516
6,04/06/2023,1,.5312055,.5250499,.5031347,.5044122,.4920287,52.22266
6,04/07/2023,1,.5347695,.5195687,.5043502,.5120325,.5058481,54.7475
6,04/08/2023,1,.5633905,.5059613,.4842643,.4819377,.4739891,55.44427
6,04/09/2023,1,.4994733,.4881876,.4640904,.4746661,.4791403,58.23113
6,04/10/2023,1,.5755964,.451719,.4561578,.4394286,.4660516,57.58782
6,04/11/2023,1,.5099351,.4510559,.4592962,.4330141,.4372299,56.30798
6,04/12/2023,1,.4571569,.4834363,.4764839,.4692754,.4694695,51.85081
6,04/13/2023,1,.5061461,.476386,.4725137,.4651268,.4777683,52.27129
6,04/14/2023,1,.5388026,.4798533,.4805289,.4690922,.4752439,51.71774
6,04/15/2023,1,.502909,.498014,.4961032,.4812716,.482906,52.17742
6,04/16/2023,1,.5185137,.5066109,.51582,.5042018,.4819326,53.1125
6,04/17/2023,1,.5141569,.4972534,.5053735,.4788256,.4882916,53.15363
6,04/18/2023,1,.4785376,.4816332,.4966131,.4704363,.4743628,52.26258
6,04/19/2023,1,.4974026,.4763874,.4910072,.4793184,.4719234,52.88532
6,04/20/2023,1,.4660684,.4602024,.4717079,.4670233,.4728836,55.75661
6,04/21/2023,1,.489888,.4326696,.4531612,.4449831,.4442846,60.24742
6,04/22/2023,1,.4310871,.4539889,.45688,.4545813,.4340192,58.74621
6,04/23/2023,1,.5325906,.498156,.4888475,.4669954,.4492705,55.76823
6,04/24/2023,1,.5180871,.4455386,.4603618,.4540872,.4578683,54.91129
6,04/25/2023,1,.5073957,.4298492,.4618624,.4454803,.4494494,57.815
6,04/26/2023,1,.4704532,.427752,.4697883,.4352261,.4481114,59.97476
6,04/27/2023,1,.4491366,.4238821,.4539855,.4376962,.4573378,61.54105
6,04/28/2023,1,.4925509,.4256442,.4633792,.4380782,.4552542,57.80242
6,04/29/2023,1,.5355574,.4599515,.4572755,.4385236,.4508238,55.57685
6,04/30/2023,1,.4820801,.4818591,.5005213,.4847754,.458943,55.39056
6,05/01/2023,1,.5619586,.4839627,.5012152,.4874541,.4807392,53.705
6,05/02/2023,1,.5439223,.4840356,.5079721,.4776466,.4846179,52.52822
6,05/03/2023,1,.5277344,.5209213,.4976076,.4776004,.4859253,53.06629
6,05/04/2023,1,.5137336,.48278,.4826593,.4794925,.4702458,53.82452
6,05/05/2023,1,.496677,.4668261,.4841205,.4704737,.4612838,55.37121
6,05/06/2023,1,.5403095,.4845662,.4889821,.469195,.4661943,55.94048
6,05/07/2023,1,.4823204,.4846764,.4743367,.479625,.4608293,56.05879
6,05/08/2023,1,.4943805,.4674771,.4781466,.4652914,.4613132,56.2025
6,05/09/2023,1,.5171085,.445591,.458551,.4475391,.43871,56.59274
6,05/10/2023,1,.4666571,.455384,.4629766,.4633454,.4495392,55.78782
6,05/11/2023,1,.4781648,.4454168,.4490605,.4484123,.4505818,56.64234
6,05/12/2023,1,.4730402,.4348336,.4436448,.4407679,.4392717,57.55274
6,05/13/2023,1,.5206626,.4583524,.452857,.4552932,.4329782,62.82379
6,05/14/2023,1,.4751095,.4621822,.4573423,.4639197,.4435717,60.75379
6,05/15/2023,1,.5114492,.4338726,.4612499,.4450967,.4448,60.09064
6,05/16/2023,1,.4719325,.4215052,.4390718,.4338,.4508455,60.10831
6,05/17/2023,1,.4246409,.4235948,.4389452,.4428847,.4494498,57.99234
6,05/18/2023,1,.4269924,.4366859,.4463374,.4376009,.4368891,58.05984
6,05/19/2023,1,.430665,.4275549,.4500564,.4370083,.4441683,58.23355
6,05/20/2023,1,.4742556,.4642419,.455094,.4732291,.4326501,56.84847
6,05/21/2023,1,.4550099,.4757472,.4731267,.4746671,.4582026,58.52387
6,05/22/2023,1,.5231065,.4255421,.4490217,.4349233,.4513003,59.18339
6,05/23/2023,1,.4725328,.4230493,.4590315,.4398135,.4468081,57.89218
6,05/24/2023,1,.4457829,.4430037,.4544385,.4517254,.4487034,56.99242
6,05/25/2023,1,.4630587,.4298704,.4550521,.4487268,.4408815,57.41
6,05/26/2023,1,.4457969,.4444848,.4334333,.4464619,.4366622,57.82177
6,05/27/2023,1,.5076579,.462069,.4496431,.4559737,.4405831,57.72282
6,05/28/2023,1,.5146431,.4643711,.4561207,.4730792,.4366402,56.15459
6,05/29/2023,1,.5027698,.4592015,.4668385,.4648372,.4547114,58.94823
6,05/30/2023,1,.4778017,.4291826,.4376798,.4556983,.451898,59.05081
6,05/31/2023,1,.527605,.4154913,.4499103,.4418126,.4587222,57.27524
6,06/01/2023,1,.4632914,.4149899,.4415389,.4361115,.434566,57.5121
6,06/02/2023,1,.4106703,.4243486,.4472458,.4338593,.4462407,58.10194
6,06/03/2023,1,.4423321,.4337671,.4441653,.4451906,.4269549,60.14847
6,06/04/2023,1,.5574012,.4527984,.4773339,.4428056,.464264,59.15992
6,06/05/2023,1,.4732871,.4356782,.4580653,.4439781,.4501574,59.95105
6,06/06/2023,1,.487562,.418061,.4745861,.4399529,.4571037,61.06637
6,06/07/2023,1,.4550844,.4058901,.4468249,.430328,.4338238,61.93589
6,06/08/2023,1,.439938,.4138289,.4368763,.4367081,.4233359,61.87226
6,06/09/2023,1,.4852817,.4032893,.4640387,.4174272,.4346682,59.79597
6,06/10/2023,1,.4740133,.4435397,.4745535,.4400685,.4242814,57.71919
6,06/11/2023,1,.4594095,.4490615,.4671252,.4563591,.4446508,59.65129
6,06/12/2023,1,.5205534,.448345,.4498068,.4380795,.4353036,61.08597
6,06/13/2023,1,.4596739,.4216738,.4453,.4468131,.4373155,60.95121
6,06/14/2023,1,.4143708,.4154504,.4588022,.435163,.4336343,60.97105
6,06/15/2023,1,.45975,.4128221,.4482784,.4339479,.4352941,61.42807
6,06/16/2023,1,.4605605,.40747,.4482609,.4284311,.422186,62.42532
6,06/17/2023,1,.487844,.4360719,.4492516,.4197454,.4196886,61.54153
6,06/18/2023,1,.4830039,.4214854,.4642999,.4362325,.4277003,61.39323
6,06/19/2023,1,.5252144,.426519,.4487517,.4314684,.4426373,59.25694
6,06/20/2023,1,.5447256,.4099249,.4418401,.4238652,.4311165,59.45075
6,06/21/2023,1,.4624421,.411286,.4359709,.43027,.4204585,58.07675
6,06/22/2023,1,.4328129,.4167959,.4475003,.4375253,.4242902,59.4485
6,06/23/2023,1,.4647306,.4364277,.4365327,.4300306,.4410721,60.14575
6,06/24/2023,1,.4772824,.4335418,.4431543,.4408709,.4239978,59.60625
6,06/25/2023,1,.4673174,.452725,.4446648,.4677331,.4323385,58.72775
6,06/26/2023,1,.4936785,.4311236,.4426241,.4537997,.4479049,57.845
6,06/27/2023,1,.4754413,.4246671,.443751,.4510936,.4344116,57.457
6,06/28/2023,1,.4622622,.4336872,.4347506,.4576751,.4361982,57.59075
6,06/29/2023,1,.483576,.4384325,.4392738,.4609402,.427243,60.16175
6,06/30/2023,1,.4852406,.432528,.4464698,.4344409,.4575548,62.044
6,07/01/2023,1,.45621,.4753977,.4904688,.471954,.4631758,66.8465
6,07/02/2023,1,.4232251,.4881037,.5019465,.5094504,.5007953,68.12125
6,07/03/2023,1,.4620844,.4447055,.4690646,.473886,.4620132,63.264
6,07/04/2023,1,.4468547,.4159456,.4746079,.4552537,.4268012,61.39175
6,07/05/2023,1,.443275,.4085918,.4385848,.4414476,.4332461,61.46275
6,07/06/2023,1,.4350883,.413511,.4360517,.4405112,.4345645,60.524
6,07/07/2023,1,.4546615,.4105304,.4469393,.4392784,.4493123,58.60575
6,07/08/2023,1,.4140687,.4459236,.4395782,.4437726,.4281035,59.182
6,07/09/2023,1,.4695582,.4467069,.4534311,.4687558,.4321847,58.9085
6,07/10/2023,1,.455676,.4164384,.4389152,.4447394,.458956,60.1495
6,07/11/2023,1,.4304479,.4260305,.4472874,.4498862,.4514286,61.85675
6,07/12/2023,1,.4437478,.4151058,.453727,.4498374,.4451987,60.73575
6,07/13/2023,1,.4729064,.4158323,.445197,.4533903,.4557427,62.86575
6,07/14/2023,1,.5332612,.4229277,.461675,.4558413,.4601313,62.3845
6,07/15/2023,1,.4688753,.4425422,.4705506,.4410253,.4709832,63.40475
6,07/16/2023,1,.5564031,.5025612,.4960608,.4959664,.5212555,65.465
6,07/17/2023,1,.5090592,.4514177,.4900686,.4715199,.50058,66.56175
6,07/18/2023,1,.4307949,.4288936,.4501728,.4532284,.4745974,62.95325
6,07/19/2023,1,.4296808,.4235722,.4452518,.4534544,.456036,61.47725
6,07/20/2023,1,.4561121,.4179789,.4507521,.4442529,.4684836,62.9295
6,07/21/2023,1,.4731494,.4308706,.4671653,.4496475,.4891424,63.35325
6,07/22/2023,1,.4805483,.4694403,.4852878,.4572086,.4878929,64.62975
6,07/23/2023,1,.4949189,.4788786,.4811685,.4717307,.5017039,64.97325
6,07/24/2023,1,.5394697,.4153724,.4479949,.4449318,.4838501,63.75675
6,07/25/2023,1,.497354,.4376109,.4645423,.4442422,.4845839,65.71875
6,07/26/2023,1,.5097533,.4241144,.4540293,.4522016,.4759857,63.3275
6,07/27/2023,1,.4861221,.4115642,.4481581,.4401462,.4498221,62.5135
6,07/28/2023,1,.5338899,.4134375,.4358275,.4384739,.4554129,63.34875
6,07/29/2023,1,.4242924,.4390633,.4549108,.4398807,.4406565,62.96575
6,07/30/2023,1,.4249889,.47095,.4635361,.4556838,.456795,63.665
6,07/31/2023,1,.4638069,.4382676,.4566407,.4454215,.4746649,63.5525
6,08/01/2023,1,.4611326,.4303797,.4684542,.4486461,.4547667,61.9115
6,08/02/2023,1,.4631879,.4150744,.4432523,.4450479,.4406416,61.891
6,08/03/2023,1,.5089944,.4173862,.4509107,.4421105,.4495978,61.66475
6,08/04/2023,1,.4706807,.4211769,.4361261,.442569,.4591109,63.135
6,08/05/2023,1,.490094,.4313053,.4591095,.4452584,.4596314,64.10625
6,08/06/2023,1,.5383558,.4679661,.4997573,.4870948,.5098814,66.762
6,08/07/2023,1,.5562229,.4506833,.5021023,.484281,.515959,66.92575
6,08/08/2023,1,.4805733,.423437,.4670959,.4797735,.476995,64.437
6,08/09/2023,1,.480095,.4242128,.4577449,.4546578,.4594829,63.63175
6,08/10/2023,1,.5488613,.4177783,.4586075,.4475821,.4576487,65.37475
6,08/11/2023,1,.5732933,.4163477,.4523543,.4492818,.4769484,65.8735
6,08/12/2023,1,.5078481,.4645737,.4799585,.454592,.4701898,66.22925
6,08/13/2023,1,.5823032,.4918964,.5096094,.4952289,.5113519,66.6225
6,08/14/2023,1,.5780053,.4498299,.4826791,.4797137,.5104373,67.26625
6,08/15/2023,1,.5821274,.471357,.5040447,.4796252,.5234692,67.63375
6,08/16/2023,1,.5901686,.4682845,.4974361,.4957433,.5230986,67.34875
6,08/17/2023,1,.5634304,.4572147,.493779,.4752647,.4992668,66.214
6,08/18/2023,1,.5219325,.4247998,.4764966,.4543373,.4904019,67.4475
6,08/19/2023,1,.4955603,.4611953,.486469,.4571373,.4717136,65.85875
6,08/20/2023,1,.6705686,.4920076,.5313479,.5115812,.5254841,70.52825
6,08/21/2023,1,.5885846,.4530422,.4985478,.4824218,.4967944,69.006
6,08/22/2023,1,.5421389,.4448531,.4978123,.4828391,.4975958,69.633
6,08/23/2023,1,.5666914,.4920748,.545811,.5115419,.5426029,72.6795
6,08/24/2023,1,.5684935,.4635435,.5236231,.4991425,.5409021,69.75525
6,08/25/2023,1,.5228714,.438093,.4730335,.4533517,.4661193,65.837
6,08/26/2023,1,.4908687,.4481417,.4613488,.448579,.4648662,63.5475
6,08/27/2023,1,.5736607,.4775254,.494841,.4707789,.4782689,65.0125
6,08/28/2023,1,.5619032,.428086,.4792732,.4543199,.491256,66.2635
6,08/29/2023,1,.5444475,.429991,.4790948,.4588139,.4940444,66.9045
6,08/30/2023,1,.5874496,.4754322,.4997317,.4889057,.5260641,71.7545
6,08/31/2023,1,.4865837,.4440649,.4662272,.4639177,.4852611,64.956
6,09/01/2023,1,.4466014,.4150743,.4544134,.4616683,.4608302,64.319
6,09/02/2023,1,.4624967,.4340387,.466423,.4643144,.4450545,66.27775
6,09/03/2023,1,.4563343,.4333879,.4596853,.4630628,.4457961,66.35425
6,09/04/2023,1,.4980972,.4537254,.4886719,.4715365,.4799789,64.072
6,09/05/2023,1,.5140174,.4199478,.4601631,.4591715,.4798239,63.81
6,09/06/2023,1,.5025367,.4146337,.4674646,.4506045,.4526353,63.95475
6,09/07/2023,1,.5472301,.4173202,.4481221,.4456871,.4478403,63.6615
6,09/08/2023,1,.5388807,.4079848,.4595639,.4411337,.4691041,64.227
6,09/09/2023,1,.5055794,.4414848,.4800605,.4738038,.4384542,64.12075
6,09/10/2023,1,.4946743,.4353208,.4865652,.4737576,.4664505,63.03
